ADDRESS,LATITUDE,LONGITUDE,MAX_FLOOR,PLANNING_AREA,MIN_MRT_DIST,MIN_MRT(OPEN)_DIST,MIN_HAWK_DIST,HAWK_TYPE,HAWK_OWNER,HAWK_NUMBER_OF_STALLS,MIN_PS_DIST,MIN_SS_DIST,MIN_MALL_DIST
328 tampines street 32,1.353166,103.958288,10,tampines,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
419 tampines street 41,1.357833,103.946727,12,tampines,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
442B bukit batok west avenue 8,1.357134,103.738172,14,bukit batok,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
460 jurong west street 41,1.349919,103.720692,12,jurong west,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
975 jurong west street 93,1.340241,103.69355,11,jurong west,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
761 choa chu kang north 5,1.393078,103.747845,13,choa chu kang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
322 jurong east street 31,1.348038,103.729166,13,jurong east,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
406 fajar road,1.38185,103.767573,13,bukit panjang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
221 yishun street 21,1.433722,103.836068,12,yishun,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
107B edgefield plains,1.396837,103.907248,17,punggol,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
936 hougang street 92,1.37457,103.879878,14,hougang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
609 woodlands ring road,1.435976,103.796214,12,woodlands,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
940 tampines avenue 5,1.34917,103.941421,9,tampines,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
604 senja road,1.380981,103.762509,28,bukit panjang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
615 woodlands avenue 4,1.434082,103.796662,12,woodlands,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
804A keat hong close,1.373672,103.742001,14,choa chu kang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
72 marine drive,1.304284,103.908365,25,marine parade,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
113 bukit batok west avenue 6,1.348836,103.745173,12,bukit batok,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
804 tampines avenue 4,1.34575,103.937372,12,tampines,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
334D yishun street 31,1.43244,103.84649,15,yishun,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
505 serangoon north avenue 4,1.373245,103.876302,14,serangoon,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
366 bukit batok street 31,1.360365,103.748917,17,bukit batok,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
198 pasir ris street 12,1.366973,103.960009,12,pasir ris,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
8A upper boon keng road,1.312918,103.869743,28,kallang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
828 jurong west street 81,1.345157,103.693114,11,jurong west,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
432 ang mo kio avenue 10,1.36831,103.8536,12,ang mo kio,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
215 choa chu kang central,1.383083,103.747077,11,choa chu kang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
204 jurong east street 21,1.337191,103.741942,10,jurong east,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
85 lorong 4 toa payoh,1.336285,103.848429,2,toa payoh,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
621 woodlands drive 52,1.434112,103.79808,12,woodlands,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
441 jurong west avenue 1,1.351327,103.720383,8,jurong west,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
339 ang mo kio avenue 1,1.365065,103.849116,2,ang mo kio,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
216 yishun street 21,1.432276,103.836404,12,yishun,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
224 jurong east street 21,1.341714,103.736733,12,jurong east,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
202B sengkang east road,1.388127,103.892743,15,sengkang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
11 marsiling drive,1.440394,103.777942,22,woodlands,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
166 bedok south avenue 3,1.320041,103.945197,13,bedok,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
832 woodlands street 83,1.439669,103.790761,12,woodlands,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
272 bangkit road,1.377573,103.774462,12,bukit panjang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
54 pipit road,1.323856,103.887585,16,geylang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
145 lorong ah soo,1.351492,103.88324,13,hougang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
232 tampines street 21,1.35641,103.948702,12,tampines,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
155 rivervale crescent,1.390699,103.907209,17,sengkang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
680 woodlands avenue 6,1.439633,103.802122,13,woodlands,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
301D anchorvale drive,1.388405,103.891302,15,sengkang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
173A punggol field,1.397013,103.909354,17,punggol,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
522 jurong west street 52,1.346454,103.716658,25,jurong west,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
491F tampines street 45,1.362963,103.954955,13,tampines,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
894D woodlands drive 50,1.435638,103.789459,11,woodlands,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
329 bukit batok street 33,1.363126,103.747419,14,bukit batok,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
207 bishan street 23,1.354642,103.848183,16,bishan,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
234 bukit panjang ring road,1.378533,103.771789,12,bukit panjang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
441 choa chu kang avenue 4,1.382922,103.739807,12,choa chu kang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
117A rivervale drive,1.383177,103.902597,17,sengkang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
859A tampines avenue 5,1.355063,103.938057,13,tampines,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
231 ang mo kio avenue 3,1.368561,103.837525,12,ang mo kio,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
351B anchorvale road,1.394085,103.886939,17,sengkang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
475 pasir ris drive 6,1.375198,103.957155,11,pasir ris,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
648B jurong west street 61,1.338388,103.698193,16,jurong west,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
141 marsiling road,1.437369,103.777072,10,woodlands,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
34 kim cheng street,1.284899,103.831584,4,bukit merah,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
119 bedok north road,1.330186,103.938717,12,bedok,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
360 bukit batok street 31,1.361067,103.750625,12,bukit batok,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
403 serangoon avenue 1,1.346483,103.872494,11,serangoon,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
341 sembawang close,1.447068,103.818678,16,sembawang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
343 ubi avenue 1,1.326507,103.900492,12,geylang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
33 ghim moh link,1.309771,103.784714,38,queenstown,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
43 telok blangah rise,1.27038,103.823236,14,bukit merah,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
105 ang mo kio avenue 4,1.372313,103.837601,10,ang mo kio,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
632 jurong west street 65,1.343957,103.699816,16,jurong west,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
192 punggol central,1.399771,103.909514,17,punggol,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
154 rivervale crescent,1.391036,103.906909,17,sengkang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
124 mcnair road,1.318349,103.856061,11,kallang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
446C jalan kayu,1.392284,103.87358,26,sengkang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
387 tampines street 32,1.355303,103.958776,12,tampines,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
624 bedok reservoir road,1.334301,103.916398,4,bedok,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
523 serangoon north avenue 4,1.373012,103.872876,12,serangoon,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
870A tampines street 86,1.356087,103.931752,16,tampines,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
10B bendemeer road,1.315477,103.860313,40,kallang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
288C punggol place,1.402551,103.903557,16,punggol,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
751 jurong west street 73,1.34761,103.699228,12,jurong west,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
102 jurong east street 13,1.336097,103.738219,12,jurong east,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
285 choa chu kang avenue 3,1.380123,103.741886,12,choa chu kang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
851 yishun street 81,1.415588,103.836811,12,yishun,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
622 woodlands drive 52,1.434356,103.79862,12,woodlands,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
213B compassvale lane,1.385539,103.900781,16,sengkang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
43 bedok south road,1.321541,103.941593,16,bedok,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
701 choa chu kang street 53,1.391654,103.746221,13,choa chu kang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
507 serangoon north avenue 4,1.371957,103.875267,11,serangoon,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
909 jurong west street 91,1.341175,103.686452,12,jurong west,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
642 jurong west street 61,1.34037,103.69584,15,jurong west,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
412 serangoon central,1.348472,103.873273,11,serangoon,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
295 punggol central,1.401886,103.904917,16,punggol,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
222 yishun street 21,1.434029,103.835717,12,yishun,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
739 jurong west street 73,1.345943,103.70012,16,jurong west,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
459 pasir ris drive 4,1.370907,103.959642,12,pasir ris,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
236 compassvale walk,1.390487,103.899439,16,sengkang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
264A compassvale bow,1.381135,103.896831,17,sengkang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
624A woodlands drive 52,1.434336,103.799667,12,woodlands,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
32 ghim moh link,1.310063,103.784498,38,queenstown,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
132 marsiling rise,1.438282,103.778026,4,woodlands,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
457 pasir ris drive 4,1.371837,103.95947,12,pasir ris,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
167A simei lane,1.343566,103.959402,12,tampines,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
121 rivervale drive,1.387007,103.904789,17,sengkang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
613A punggol drive,1.404421,103.907861,16,punggol,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
980D buangkok crescent,1.380493,103.88094,16,hougang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
410 commonwealth avenue west,1.311441,103.769692,14,clementi,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
778 pasir ris street 71,1.374417,103.938207,16,pasir ris,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
128B punggol field walk,1.392988,103.912883,17,punggol,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
667 choa chu kang crescent,1.40259,103.74963,16,choa chu kang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
106 rivervale walk,1.382497,103.900321,17,sengkang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
331 tampines street 32,1.353356,103.959789,10,tampines,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
612 jurong west street 65,1.339397,103.700669,15,jurong west,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
947 jurong west street 91,1.343615,103.690685,11,jurong west,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
113C mcnair road,1.320882,103.860332,28,kallang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
23 lim liak street,1.285465,103.831719,4,bukit merah,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
144 lorong ah soo,1.351977,103.883313,13,hougang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
259B compassvale road,1.393871,103.897506,15,sengkang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
422 pasir ris drive 6,1.370426,103.954517,13,pasir ris,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
8 haig road,1.31367,103.89607,13,geylang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
124 pending road,1.376999,103.771171,13,bukit panjang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
444 ang mo kio avenue 10,1.3666,103.855579,12,ang mo kio,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
193 bukit batok west avenue 6,1.346009,103.744424,21,bukit batok,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
335A smith street,1.282116,103.842846,21,outram,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
601A tampines avenue 9,1.360759,103.936833,16,tampines,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
536 hougang street 52,1.377174,103.889474,10,hougang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
107 jurong east street 13,1.337786,103.738132,12,jurong east,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
356 woodlands avenue 5,1.433276,103.784972,12,woodlands,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
653A jurong west street 61,1.336891,103.696639,16,jurong west,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
174 woodlands street 13,1.433333,103.777756,12,woodlands,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
26D jalan membina,1.282099,103.825203,30,bukit merah,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
412 jurong west street 42,1.353251,103.72614,12,jurong west,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
105 pasir ris street 12,1.368438,103.957539,11,pasir ris,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
499A tampines avenue 9,1.358981,103.95577,12,tampines,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
327 serangoon avenue 3,1.350599,103.868515,13,serangoon,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
670A choa chu kang crescent,1.402679,103.747562,17,choa chu kang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
492B tampines avenue 9,1.363008,103.953548,13,tampines,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
143 jalan bukit merah,1.277785,103.830001,25,bukit merah,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
192B rivervale drive,1.39422,103.903054,17,sengkang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
234 yishun street 21,1.434354,103.83792,12,yishun,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
431C yishun avenue 1,1.420197,103.846505,13,yishun,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
786B woodlands drive 60,1.445688,103.800694,13,woodlands,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
93 geylang bahru,1.322189,103.871612,13,kallang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
156 woodlands street 13,1.43421,103.774284,4,woodlands,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
946 jurong west street 91,1.3442,103.690452,11,jurong west,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
318 hougang avenue 5,1.365664,103.896195,4,hougang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
167 woodlands street 11,1.433594,103.775884,5,woodlands,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
249 compassvale road,1.391762,103.899173,15,sengkang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
359A admiralty drive,1.449663,103.815545,16,sembawang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
2C boon tiong road,1.286858,103.832846,30,bukit merah,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
451 sin ming avenue,1.358511,103.830067,11,bishan,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
448 jurong west street 42,1.352633,103.719401,12,jurong west,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
349 yishun avenue 11,1.426134,103.843392,12,yishun,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
442A bukit batok west avenue 8,1.356605,103.738628,14,bukit batok,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
339 clementi avenue 5,1.319663,103.76914,12,clementi,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
218A boon lay avenue,1.349969,103.71054,15,jurong west,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
893C woodlands drive 50,1.436318,103.79046,11,woodlands,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
692 hougang street 61,1.376647,103.886772,4,hougang,1.0459323181269382,1.476894961536728,2.098838350235655,HC,Government,36,0.060930192104124134,0.2549063454816029,1.5899703140187624
