ADDRESS,LATITUDE,LONGITUDE,MAX_FLOOR,PLANNING_AREA,MIN_MRT_DIST,MRT_STATUS,MIN_MRT(OPEN)_DIST,MIN_HAWK_DIST,HAWK_TYPE,HAWK_OWNER,HAWK_NUMBER_OF_STALLS,MIN_PS_DIST,MIN_SS_DIST,MIN_MALL_DIST,cbd_dist,NUM_MRT_WITHIN_1.5KM,NUM_HAWK_WITHIN_1.5KM,NUM_PS_WITHIN_1.5KM,NUM_SS_WITHIN_1.5KM,NUM_MALL_WITHIN_1.5KM
939 jurong west street 91,1.342952,103.689029,12,jurong west,901.2236061999404,planned,1087.869564983829,2657.465305369913,MHC,HDB,166,128.15982494932675,505.24015835283234,917.2049000030089,19237.496267441442,6,0,6,2,2
502 pasir ris street 52,1.375399,103.946232,14,pasir ris,480.66640504243645,open,480.66640504243645,3324.911265084363,MHC,HDB,144,111.54995048976778,951.5857678542293,1044.2165655347394,14697.127144035398,5,0,4,1,1
288 bishan street 24,1.356924,103.845157,24,bishan,733.5423962085272,open,733.5423962085272,865.2860052903812,MHC,HDB,118,299.42591411284116,245.39045689874402,817.5216033217855,8202.675746986884,7,5,5,7,2
289G bukit batok street 25,1.345043,103.758784,15,bukit batok,1106.8056351324492,open,1106.8056351324492,2055.509287207347,MHC,Government,179,265.335992957074,733.6998135485893,1202.7499892129051,12372.37248653454,1,0,4,2,1
148 tampines avenue 5,1.350613,103.94225,11,tampines,518.2517218641053,open,518.2517218641053,637.0358234169628,MHC,HDB,144,147.90322981024116,269.4182935116848,260.53173027911646,12583.596726361508,4,1,10,5,5
518 serangoon north avenue 4,1.371641,103.874103,12,serangoon,131.87746516559105,planned,1746.2400961833628,1175.515232508168,HC,Government,36,170.62806744815308,420.43025911929817,1818.2161096863274,10124.66748380197,2,2,5,5,0
703 pasir ris drive 10,1.380392,103.937163,15,pasir ris,399.2469293298654,planned,1619.873315167319,3960.3617804947103,MHC,HDB,144,425.3749615116514,1959.5396909597096,2109.6448323245622,14397.372353241253,2,0,3,0,0
653 woodlands ring road,1.438081,103.799032,12,woodlands,357.65488577203115,open,357.65488577203115,2189.382135862678,HC,HDB,78,388.9137715357544,575.6618475909721,1502.460427918946,18107.775442904414,4,0,9,6,0
703 tampines street 71,1.356878,103.937739,14,tampines,715.2337780829826,open,715.2337780829826,1485.3795364708997,MHC,HDB,144,290.3102111931765,560.5403825368613,471.2893243516436,12620.38407406876,4,1,8,5,3
431A yishun avenue 1,1.419607,103.847288,13,yishun,1623.7495342870034,open,1623.7495342870034,2463.373389517002,MHC,HDB,179,723.6444849670331,273.04222252633934,1539.5227494357403,15111.901877768778,0,0,4,3,0
326 clementi avenue 5,1.314431,103.766358,13,clementi,157.05883604491083,open,157.05883604491083,238.8931347652713,MHC,HDB,143,239.33469406816712,497.9730843784081,221.4001453222916,10071.920792221079,5,5,4,6,2
204A compassvale drive,1.387856,103.894681,16,sengkang,422.89376562220235,open,422.89376562220235,3323.1363339793165,MHC,HDB,186,574.5995397778593,435.8521836617656,466.10807344337036,12559.424253475016,3,0,11,5,1
103B canberra street,1.450566,103.831239,15,sembawang,847.4041820709742,open,847.4041820709742,2135.2347561932966,MHC,HDB,179,1005.5313804121832,1612.8951082896722,788.1798713930019,18662.612581524576,2,0,2,0,3
140C corporation drive,1.327544,103.724286,17,jurong west,1656.4864857129517,planned,1889.59043115835,848.656406039092,MHC,Government,180,1365.6059449346162,276.28019796491674,2182.7965164777193,14969.037164793868,0,1,1,1,0
487B tampines street 45,1.360265,103.958372,11,tampines,590.4986008018839,open,590.4986008018839,2247.3866401250084,MHC,HDB,144,650.1996098070667,243.9622779302564,655.3649743394825,14662.359494117089,2,0,8,9,2
502A wellington circle,1.45093,103.821415,12,sembawang,253.1699065301915,open,253.1699065301915,2295.4328906611127,MHC,HDB,179,147.54983401056526,802.719562817723,369.8379108029248,18864.336792656635,2,0,5,2,3
205 serangoon central,1.352785,103.873447,12,serangoon,400.476074127348,open,400.476074127348,1366.844778152534,MHC,Government,82,707.7514547320359,658.9391513620633,257.10070277441275,8100.544886061448,4,2,7,6,1
165 yishun ring road,1.435772,103.831784,13,yishun,796.4596700726647,open,796.4596700726647,599.2430808583134,MHC,HDB,179,316.9742538864708,231.99909825493555,868.8555907995294,17031.797517827803,2,1,5,4,3
422 hougang avenue 6,1.374773,103.894051,10,hougang,425.9641690130366,open,425.9641690130366,1949.7214917607891,MHC,HDB,186,385.2000182090189,442.3604348387769,253.74201460098928,11207.754491183825,4,0,8,7,1
155 yung loh road,1.327672,103.722408,20,jurong west,1497.1771085659545,planned,1875.9188159607984,784.8182401384119,MHC,Government,180,1259.8256736242638,311.4031392220915,2181.4016353298125,15171.160879570953,1,1,1,1,0
759 pasir ris street 71,1.376472,103.932762,16,pasir ris,981.8699012382734,planned,1901.9243048420326,3683.648953787839,MHC,HDB,144,258.70210301328655,2072.3985462808473,2542.1276689592273,13748.307743374813,2,0,3,0,0
842 sims avenue,1.317953,103.90161,19,geylang,253.2965269141725,open,253.2965269141725,394.7859881116379,MHC,HDB,110,679.9558772437947,1052.5227838864973,1431.5272078547498,6803.45460184244,5,4,3,5,1
201 bukit batok street 21,1.345863,103.747906,25,bukit batok,417.5135706557188,open,417.5135706557188,1161.6608268010698,MHC,HDB,147,641.0246003175637,481.09452414001737,490.28195605107095,13443.319129452173,5,1,6,4,4
214 choa chu kang central,1.38276,103.746718,15,choa chu kang,354.1076934575426,open,354.1076934575426,4454.449776379027,MHC,HDB,225,130.48489361696153,931.7901122469185,1520.604276601671,16035.75647188869,4,0,6,4,0
803A keat hong close,1.373865,103.74297,14,choa chu kang,680.1393737730679,planned,1242.130902534299,3386.2913384340177,MHC,HDB,225,448.7860222604032,1058.818720441486,2043.3414908236193,15693.870534626418,5,0,3,3,0
602 jurong west street 62,1.339253,103.700219,15,jurong west,381.99518637970647,open,381.99518637970647,1548.093231967935,MHC,HDB,166,157.71035484444675,426.3343826789522,433.0071373768504,17927.555012605015,7,0,6,4,3
462B yishun avenue 6,1.427134,103.850235,14,yishun,1688.6024024769117,open,1688.6024024769117,2461.221741082784,MHC,HDB,179,231.49810172658917,899.515463676987,1566.6450043210339,15938.042952876223,0,0,3,3,0
93A telok blangah street 31,1.275328,103.807323,30,bukit merah,591.3644903930406,open,591.3644903930406,171.38140060551345,MK,HDB,64,169.69181119180098,1332.9903870566964,672.0602991749029,4967.262192743273,2,6,2,2,2
902 tampines avenue 4,1.35128,103.939195,16,tampines,640.159352395256,open,640.159352395256,890.1351931084429,MHC,HDB,144,321.1738199549082,245.41337667317816,283.2984818072392,12356.69969764157,3,1,10,5,4
220A bedok central,1.325693,103.934602,17,bedok,540.0604602531928,open,540.0604602531928,216.03758466006735,MHC,HDB,196,441.29042638068023,977.0846995373832,604.2933157614647,10403.484112835284,4,7,7,5,1
739 pasir ris drive 10,1.378506,103.936796,16,pasir ris,611.5184323418598,planned,1553.0708284923312,3765.9574764333297,MHC,HDB,144,329.94420583247694,1840.1263981603877,2111.5254234514464,14214.6866938028,2,0,3,0,0
515 jurong west street 52,1.346424,103.720898,14,jurong west,204.6698649607499,open,204.6698649607499,449.87034165940753,HC,Government,76,152.7132686324935,216.19113558816693,1759.6222057816492,16118.184430589934,5,5,5,6,0
515 woodlands drive 14,1.434686,103.790453,12,woodlands,515.8338047781818,open,515.8338047781818,1183.1620073412441,HC,HDB,78,217.044601428156,748.5307698895018,549.9445998152688,18088.016399485437,4,1,9,6,1
146 yishun street 11,1.431002,103.832468,12,yishun,352.1568521531021,open,352.1568521531021,440.121753502624,MHC,HDB,179,243.6258298034148,520.1439426963741,536.547920322082,16498.956290870305,2,1,7,6,3
677B punggol drive,1.405365,103.909509,17,punggol,780.0645192604006,open,780.0645192604006,5744.7177905039325,MHC,HDB,186,197.2194625882677,367.2521996603855,501.7951509347094,15001.30383427025,6,0,11,5,3
758 pasir ris street 71,1.376824,103.93332,16,pasir ris,942.3805611131494,planned,1851.514843319976,3698.4196501650367,MHC,HDB,144,225.88732812149547,2038.5199656562568,2481.254625891412,13818.533849425941,2,0,3,0,0
653 jalan tenaga,1.33289,103.907467,15,bedok,281.92053269005527,open,281.92053269005527,748.4229227657036,MHC,HDB,111,436.40415259477135,876.4199263081075,2587.090180104048,8337.022461143702,4,2,2,1,0
414 saujana road,1.382734,103.769056,4,bukit panjang,955.5104427116046,open,955.5104427116046,4877.324718101285,MHC,Government,179,353.34958671607416,737.2028177274323,1024.0179288033573,14331.572958343599,2,0,6,3,1
405C fernvale lane,1.389195,103.873437,22,sengkang,2061.096893080463,planned,2295.7479119747168,2785.465462175924,MHC,HDB,150,166.03335771234669,574.2371097177656,390.9377392899406,11998.153348626018,0,0,2,1,1
116 simei street 1,1.343585,103.951128,11,tampines,228.0085828180891,open,228.0085828180891,749.8028630684001,MHC,HDB,144,385.5982583261907,508.9125299206597,232.4148455935782,12973.392260598903,6,1,8,5,4
111B depot road,1.281165,103.808472,25,bukit merah,1174.4943407922847,open,1174.4943407922847,633.4048216929605,MHC,HDB,144,558.1235836717609,745.8255901709074,908.0312432565125,4770.7224482433685,4,9,2,3,2
3 joo chiat road,1.315885,103.899155,18,geylang,607.0339939472892,open,607.0339939472892,160.66871727543796,MHC,Government,365,603.309912857123,819.2677008417555,1329.6766085842473,6448.786139255225,4,5,4,6,2
138 simei street 1,1.347218,103.956901,11,tampines,588.5317344910601,open,588.5317344910601,1380.8914464477698,MHC,HDB,144,723.6208696132294,802.6249977373427,659.5326402336318,13731.023453220268,5,1,5,7,3
706 tampines street 71,1.357504,103.93756,16,tampines,756.8118428864942,open,756.8118428864942,1555.0588723920243,MHC,HDB,144,258.033955210866,593.5406127401918,538.5229510840295,12650.174282919854,4,0,8,5,3
22 havelock road,1.288746,103.828824,16,bukit merah,360.5056301023331,open,360.5056301023331,123.49424939145204,HC,HDB,30,567.073059602775,956.4451593323178,323.2382810947216,2580.8221851329645,4,10,3,2,2
265 tampines street 21,1.352453,103.950239,10,tampines,662.0625761787719,open,662.0625761787719,1001.3362524916594,MHC,HDB,144,130.75424513920873,242.16506186111042,245.87451967535137,13424.588132260684,4,1,9,8,5
368 woodlands avenue 1,1.432942,103.786733,12,woodlands,459.9494733392169,open,459.9494733392169,765.3036420223801,HC,HDB,78,97.50488940925202,782.6932784322352,358.37775118292905,18069.9401013984,4,1,8,8,1
150 petir road,1.377046,103.766883,12,bukit panjang,597.6656231959348,open,597.6656231959348,4310.892314625944,MHC,Government,179,387.03091984804877,358.5754152694836,831.189007580239,14014.384119113802,3,0,7,5,1
669 woodlands ring road,1.438398,103.79854,12,woodlands,367.5493741451775,open,367.5493741451775,2144.6288464743193,HC,HDB,78,400.35820249422704,597.4503826439648,1454.3326142127628,18158.60393139552,4,0,9,6,1
114 lorong 1 toa payoh,1.34094,103.844306,10,toa payoh,277.2897771951111,open,277.2897771951111,317.1704874419848,MHC,HDB,148,481.0649942061029,188.84081597890062,946.2371010438526,6453.8168018647,7,6,6,7,2
116C rivervale drive,1.382155,103.902852,17,sengkang,1092.344800047716,open,1092.344800047716,3162.6361838700427,MHC,HDB,186,543.8851001729299,423.07874818936864,1395.5972774292281,12374.40494673649,3,0,8,5,2
35 jalan rumah tinggi,1.287973,103.808839,22,bukit merah,776.9418222446889,open,776.9418222446889,143.9972838954512,MHC,HDB,144,791.4980623475233,570.6520307416312,607.0892350134903,4757.44153631953,2,8,3,4,1
492C tampines street 45,1.363425,103.953941,13,tampines,782.8449484124878,open,782.8449484124878,2249.080984340476,MHC,HDB,144,665.7018652859899,397.4147103316051,808.0951931253572,14476.469867431006,7,0,8,9,3
75A redhill road,1.288053,103.815277,30,bukit merah,240.8092376931821,open,240.8092376931821,343.0084236750376,MK,HDB,122,273.44895699203727,273.44895699203727,1318.1775725183998,4047.8070902099316,3,10,4,4,2
523A tampines central 7,1.359371,103.938379,17,tampines,780.778204793243,open,780.778204793243,1696.9282171073944,MHC,HDB,144,397.16518118005615,809.5639160204901,681.4399936851372,12854.152299458787,3,0,8,6,3
288A jurong east street 21,1.338785,103.743301,25,jurong east,136.6791114410789,planned,614.6972875743594,808.5308238198496,MHC,HDB,147,506.92000589875107,485.15824813397927,515.0827284384383,13509.706980553981,9,2,4,3,4
266A compassvale bow,1.382459,103.896802,17,sengkang,418.37183882318396,open,418.37183882318396,2847.991569210435,MHC,HDB,186,101.7343298894897,303.52783582118485,1078.2042945711958,12107.507294043824,5,0,12,7,2
18 hougang avenue 3,1.363217,103.89193,12,hougang,782.2307452038858,planned,836.9013470797763,797.7051103209789,MHC,HDB,186,477.9324722262031,699.5796693498304,855.3371431504464,9956.028588769284,4,2,5,4,2
801 yishun ring road,1.41821,103.832241,4,yishun,136.67218232773243,open,136.67218232773243,1520.6915709462426,MHC,HDB,179,249.43909639091177,185.13738208698985,1157.894755947758,15100.537052551852,2,0,4,5,1
543 woodlands drive 16,1.428315,103.793735,12,woodlands,122.06748092669494,open,122.06748092669494,1646.4538196369813,HC,HDB,78,355.3782688249032,195.7428128660826,1235.050512407765,17298.200702320482,3,0,5,4,1
661 jalan damai,1.334477,103.907885,14,bedok,125.81341993432008,open,125.81341993432008,726.6455228549222,MHC,HDB,111,508.98956060796894,1034.8309331244077,2610.9043916828828,8488.61444080734,3,1,3,1,0
213 bishan street 23,1.357178,103.848153,18,bishan,671.1569059213751,open,671.1569059213751,766.2375134366806,MHC,HDB,118,536.2496159123942,454.7230857870598,743.5948373186617,8209.69626036327,6,5,4,7,2
109 ang mo kio avenue 4,1.370097,103.837688,12,ang mo kio,270.7251016769941,open,270.7251016769941,399.21437102924097,MHC,HDB,111,232.5944349434939,328.24108158075813,1203.3456725005465,9749.153693031356,6,7,4,6,1
822 tampines street 81,1.348342,103.93438,4,tampines,537.0625002308338,open,537.0625002308338,1186.9069044687433,MHC,HDB,144,314.32205782742926,391.0442409116559,881.6259587691657,11734.214777039948,4,1,5,4,3
329 woodlands street 32,1.430361,103.778803,4,woodlands,562.4043193447558,open,562.4043193447558,371.7747519574941,HC,HDB,78,69.14740694136006,136.39385193994394,988.4958715385311,18182.4718863532,3,2,5,5,1
405 bukit batok west avenue 7,1.365764,103.745399,16,bukit batok,549.3153300519181,planned,1054.5957782916835,2606.5464723952473,MHC,HDB,147,804.3487618336057,253.11410254243927,1783.6439274398638,14921.636224251437,2,0,2,2,0
984B buangkok link,1.382095,103.880613,18,hougang,1386.805883415636,open,1386.805883415636,2521.5756475743,HC,Government,36,521.5774488710473,537.0000870724463,1150.6380888940205,11432.722718337845,2,0,9,6,1
999B buangkok crescent,1.384537,103.880589,17,hougang,1400.9853089381443,open,1400.9853089381443,2736.7006192178114,HC,Government,36,791.528650186163,687.5665508215953,913.4468766488541,11691.029134711556,1,0,9,5,1
602 senja road,1.381418,103.762739,16,bukit panjang,361.3832421274929,open,361.3832421274929,4903.2747653973465,MHC,Government,179,373.74145442017584,658.4293209996463,310.0844171445456,14682.274256539336,3,0,7,4,1
310B ang mo kio avenue 1,1.364647,103.84425,30,ang mo kio,123.1253581021897,planned,829.14067017755,448.2569508505906,MHC,HDB,118,729.0137545696467,377.9320618560402,704.5093544836136,9062.135044142406,6,8,7,8,1
147 silat avenue,1.277277,103.831093,4,bukit merah,795.1773392892079,planned,1055.505250908809,640.8019040680998,MHC,HDB,80,410.86925759996046,986.1451027645574,1112.1188228582143,2336.2150713397737,8,9,4,2,2
457A sengkang west road,1.392498,103.870189,14,sengkang,2455.9405144526863,planned,2762.459666376525,2796.8642228470067,MHC,HDB,150,532.2544414311495,950.1330837686982,670.416977126581,12288.860667360586,0,0,2,1,1
569 pasir ris street 51,1.369653,103.949169,13,pasir ris,305.7767487063653,open,305.7767487063653,2731.886821959732,MHC,HDB,144,737.23163459091,266.9450331210087,998.5134829035818,14506.543309621271,5,0,7,4,2
132 simei street 1,1.346739,103.955937,4,tampines,476.9011748129669,open,476.9011748129669,1267.4879017815326,MHC,HDB,144,668.9193425198199,854.019176187476,551.2656640718927,13611.813327626727,5,1,6,6,4
176 bukit batok west avenue 8,1.346023,103.741411,12,bukit batok,194.93117749728987,planned,988.0990172670942,495.6417340162529,MHC,HDB,147,354.42008348058454,279.3658620768727,978.2793187949229,14075.740085306234,8,2,5,4,4
116 serangoon north avenue 1,1.368488,103.871589,13,serangoon,320.8197893148355,planned,1746.897064708836,733.9746468266238,HC,Government,36,617.4960072912198,274.20757829873924,1806.0612278290753,9718.75900451,2,2,5,4,0
362A sembawang crescent,1.447195,103.814008,17,sembawang,713.1516601826437,open,713.1516601826437,2376.2235286824152,MHC,HDB,179,493.43351875719947,377.82138830018687,621.3140339311215,18624.139114500173,1,0,7,3,2
620 yishun ring road,1.418924,103.834674,12,yishun,276.98326417384794,open,276.98326417384794,1544.041283002666,MHC,HDB,179,531.091006973826,304.2013592288373,1006.8614709394272,15143.246071875052,2,0,5,5,1
106 gangsa road,1.377902,103.767412,10,bukit panjang,641.1205052397659,open,641.1205052397659,4389.061186904965,MHC,Government,179,279.23151016026424,457.22970792070606,849.9410144165689,14045.560734271945,3,0,7,5,1
536 bedok north street 3,1.333541,103.923191,17,bedok,679.7577661947447,open,679.7577661947447,227.79755148673246,MHC,HDB,124,301.29358632866064,573.3592147132463,1184.697186691698,9759.344145689993,3,5,5,2,1
408 pandan gardens,1.318204,103.748816,12,jurong east,468.8229045493505,planned,1826.767881497868,735.1330696702718,MHC,HDB,80,1026.7358274433436,370.668679387639,1775.0055345500919,12051.53255245528,5,3,2,2,0
522B tampines central 7,1.357823,103.939085,17,tampines,619.0869702609955,open,619.0869702609955,1508.5939748153319,MHC,HDB,144,427.6594570021704,742.6133071269152,494.32720502512495,12802.213293579734,4,0,9,5,3
674A jurong west street 65,1.344461,103.702315,16,jurong west,109.22413335633478,planned,756.119104529262,1170.022611452906,MHC,HDB,166,340.2484692052365,197.99472711805691,648.8151661083213,17919.335473956777,8,1,6,4,3
75 telok blangah drive,1.274897,103.808695,13,bukit merah,493.42570290966614,open,493.42570290966614,142.13436460869187,MK,HDB,64,135.4323473171329,1305.3075879454852,816.1890089230524,4825.5052611384635,2,6,2,2,1
747 pasir ris street 71,1.379221,103.934556,16,pasir ris,646.6372249188828,planned,1812.3452710111746,3907.0133147906968,MHC,HDB,144,410.03129439907303,2080.1189758181354,2369.573275636034,14108.56727261886,2,0,3,0,0
8 ghim moh road,1.310572,103.787643,25,queenstown,515.783623847924,open,515.783623847924,80.47456224432038,MHC,HDB,230,770.9112666595795,1064.0712030001744,407.56959503267205,7712.625854754747,6,4,2,2,2
498D tampines street 45,1.361113,103.959595,10,tampines,577.8319698996505,planned,752.9634652034384,2408.9843280581317,MHC,HDB,144,513.0103683215494,379.6881696982852,519.6267037513425,14827.60956872283,2,0,8,9,2
99 commonwealth crescent,1.307434,103.801144,10,queenstown,629.4675176423309,open,629.4675176423309,104.70962160402198,MHC,Government,102,869.3682439953857,806.0836181690713,729.0479115936677,6201.412277137917,5,7,2,1,2
358 hougang avenue 5,1.368841,103.895593,16,hougang,469.1681698284983,open,469.1681698284983,1513.5031288938815,MHC,HDB,186,267.08265979755464,312.15938546200323,451.8161158518333,10695.511740106436,3,0,7,6,1
213 bukit batok street 21,1.346818,103.752497,12,bukit batok,403.5331412014418,open,403.5331412014418,1683.2813555333146,MHC,HDB,147,167.69939004241945,123.67936488909722,514.7325513531879,13065.398856287095,4,0,6,4,2
547 jurong west street 42,1.352982,103.714914,11,jurong west,114.36397660682397,planned,1158.11086826973,538.0571759488668,HC,Government,76,795.0457140146785,773.1204744839531,1754.1191916944365,17037.172012347986,4,3,4,6,0
51 new upper changi road,1.32343,103.942269,16,bedok,627.9471352998883,open,627.9471352998883,153.22339365095857,MHC,HDB,195,488.56627904310807,185.98441934200525,1455.3985685776443,11067.137530413556,5,5,6,6,1
259 yishun street 22,1.43498,103.838965,10,yishun,737.5291157787553,open,737.5291157787553,1224.3296023352063,MHC,HDB,179,214.32792773001566,156.0644507534293,841.7607548778552,16861.14691088321,2,1,7,4,2
773 bedok reservoir view,1.336316,103.937458,19,bedok,489.96250527574756,open,489.96250527574756,498.48394456135196,MHC,HDB,214,429.54502151553726,335.5847429822992,1572.5044731000373,11255.959771259237,4,6,9,5,0
96 commonwealth crescent,1.306192,103.801194,10,queenstown,520.2360809373769,open,520.2360809373769,120.82940397057662,MHC,Government,102,734.3906564223818,669.5803710160284,804.2807449980043,6137.7687455301575,6,7,2,1,2
28B dover crescent,1.305444,103.781869,40,queenstown,740.9451259637322,open,740.9451259637322,937.1093158401278,MHC,HDB,230,632.7678627862105,255.16455472046772,748.3375726474877,8115.822527867611,6,2,2,5,1
19 dover crescent,1.307836,103.783636,30,queenstown,674.4052416608428,open,674.4052416608428,619.3264806231497,MHC,HDB,230,782.129769928716,584.3242263851006,540.9574916066955,8015.540373623329,5,3,2,4,2
119 teck whye lane,1.379216,103.750399,12,choa chu kang,920.997464004662,open,920.997464004662,4194.369941560449,MHC,HDB,147,532.9011437092728,693.8221387540018,1094.2104857127904,15468.858859279395,7,0,4,3,1
274C punggol place,1.403258,103.902009,16,punggol,229.94783863209182,open,229.94783863209182,5197.21286599295,MHC,HDB,186,388.51179585519185,304.1884928002303,362.4721979517934,14445.462652223932,3,0,11,6,3
491H tampines street 45,1.36297,103.954392,13,tampines,728.6195549147401,open,728.6195549147401,2228.5848309167595,MHC,HDB,144,688.2268692862581,326.73235419284237,778.0437799718503,14485.34043648803,7,0,8,9,3
212 ang mo kio avenue 3,1.368804,103.841618,10,ang mo kio,422.1145542622097,planned,637.4644317328375,242.25258691892455,HC,HDB,29,228.42685778205896,172.87173845795905,766.1707146211045,9548.75552135107,7,8,6,8,1
547 hougang street 51,1.379361,103.892036,17,hougang,394.5176048068142,open,394.5176048068142,2338.8407812527703,MHC,HDB,186,319.6602680797468,690.0493102058305,783.5128941858667,11579.458004415152,5,0,12,8,2
98 whampoa drive,1.321581,103.854151,18,novena,869.1930631804823,open,869.1930631804823,189.12980836117248,MHC,HDB,92,387.46146043636395,779.8968969329281,1115.999667058784,4277.8712344438945,5,5,4,2,5
203 petir road,1.373092,103.775566,10,bukit panjang,1293.2007616035517,open,1293.2007616035517,3744.4785980101883,MHC,Government,179,691.4702810118547,1116.8757814493863,1737.780859539588,13049.059068649904,2,0,4,2,0
325 jurong east street 31,1.348803,103.728984,15,jurong east,799.2832567086535,open,799.2832567086535,481.4676930217773,MHC,HDB,225,466.14931282387386,275.01927067769117,2230.43959031246,15435.187061130466,6,4,4,6,0
988A jurong west street 93,1.336487,103.695615,18,jurong west,215.26515328721752,open,215.26515328721752,2142.763814171833,MHC,HDB,166,454.9134210834757,734.3266384754284,601.1570323532087,18307.89484628768,5,0,6,3,3
183 edgefield plains,1.39881,103.909846,17,punggol,909.774441543072,planned,909.774441543072,5128.91846696808,MHC,HDB,186,263.63507006911163,290.545038451535,577.298601885337,14367.936351745873,5,0,12,5,3
385 tampines street 32,1.35496,103.958521,12,tampines,451.34791210199705,open,451.34791210199705,1874.5566460062037,MHC,HDB,144,432.0848871853278,204.58019363929807,741.4149583723946,14342.292142997383,4,0,6,6,3
527D pasir ris street 51,1.369686,103.947922,13,pasir ris,341.6482118369935,open,341.6482118369935,2713.2706035309347,MHC,HDB,144,662.2505552617743,293.91896236568533,1099.922452253028,14405.06489581609,4,0,6,4,1
131 potong pasir avenue 1,1.334383,103.865312,4,toa payoh,561.212309694922,open,561.212309694922,931.1815352791493,MHC,HDB,120,330.2269795330286,421.0286537704477,1971.5518177683698,5891.7816631091255,2,4,5,4,0
761 woodlands avenue 6,1.446576,103.796862,12,woodlands,793.0866408171859,open,793.0866408171859,2238.5054564099178,MHC,HDB,164,369.3060111154192,620.7084757538331,1706.318344220155,19075.038125474206,3,0,7,4,0
546 hougang street 51,1.378919,103.891779,19,hougang,449.7517423487358,open,449.7517423487358,2283.8880433672143,MHC,HDB,186,331.05899354702007,633.4222785340788,744.2879601852071,11523.289957691308,5,0,12,8,2
461 jurong west street 41,1.349556,103.720801,12,jurong west,550.5120900036171,open,550.5120900036171,262.5453796947656,HC,Government,76,225.28287978180242,328.94263429776754,1927.7312957729173,16281.478723641505,4,4,6,6,0
658B punggol east,1.400214,103.919049,11,punggol,687.0104318713295,planned,687.0104318713295,5845.174175771028,MHC,HDB,186,160.45483456066344,893.4954112256102,708.5370125596679,14994.435068566212,2,0,6,2,2
411 pasir ris drive 6,1.372502,103.954367,11,pasir ris,556.307279421552,open,556.307279421552,3189.5425463225265,MHC,HDB,144,295.28125324898326,597.7900942152409,405.2695977563267,15149.653933216605,4,0,5,5,2
604 jurong west street 62,1.338605,103.700079,15,jurong west,338.1488415946434,open,338.1488415946434,1593.8064338216998,MHC,HDB,166,155.26221757174378,433.209528791326,470.0681403244631,17917.45631749848,7,0,6,4,3
114 ho ching road,1.333789,103.724111,10,jurong west,1239.165532781714,open,1239.165532781714,299.5163040318432,MHC,Government,180,829.0514683566463,417.12748781484885,2037.9170490834113,15228.323587756042,2,1,2,4,0
109A depot road,1.280958,103.80944,25,bukit merah,1150.6274399901886,open,1150.6274399901886,671.1573240304175,MHC,HDB,144,542.5216685901644,687.1696055444115,995.4355249452943,4664.143920649307,3,9,2,3,2
7 lorong 7 toa payoh,1.338054,103.857287,25,toa payoh,1202.2862041286749,open,1202.2862041286749,297.0200260138138,MHC,HDB,120,203.68940312339979,296.8365917562762,1271.9252063424717,6123.943237870483,2,6,6,6,1
804 woodlands street 81,1.43997,103.787772,11,woodlands,348.8687371122291,open,348.8687371122291,1129.5987522389346,HC,HDB,78,237.03143181084792,138.6567461944511,495.64494023610376,18741.59049794902,5,2,9,4,1
652A jurong west street 61,1.336679,103.698333,14,jurong west,159.08203660982156,open,159.08203660982156,1866.8933681486526,MHC,HDB,166,155.16838044541157,447.6791667590165,569.0956992370915,18028.868275951845,6,0,6,4,3
35 lim liak street,1.285102,103.831035,4,bukit merah,412.0016250869091,open,412.0016250869091,182.72634200576317,MHC,Government,342,574.1920132246191,695.7340013986941,471.88452370420555,2267.27189064058,9,11,6,2,4
615A edgefield plains,1.403861,103.909541,17,punggol,799.0786713316996,open,799.0786713316996,5598.742037745674,MHC,HDB,186,195.02584836086467,202.76939937823238,425.9802321675196,14853.032750930315,6,0,11,4,3
3 teck whye avenue,1.382477,103.752528,13,choa chu kang,941.909352341854,open,941.909352341854,4614.720762744703,MHC,HDB,147,155.08777960709435,301.8266569961068,882.549784934527,15550.657766212193,5,0,5,4,1
170 bukit batok west avenue 8,1.346556,103.740102,25,bukit batok,118.38595412284744,planned,957.5455902095902,429.3031896318487,MHC,HDB,147,310.1137095786638,230.56736044258756,1087.0300270389632,14231.505224741391,9,2,4,4,3
324 hougang avenue 5,1.367505,103.897418,13,hougang,606.6717551292476,planned,720.2932431588422,1570.4057414947126,MHC,HDB,186,372.8927485387676,460.8917581698003,684.6352226353195,10660.908937262118,3,0,5,4,1
53 lengkok bahru,1.288847,103.813451,12,bukit merah,370.7602742334334,open,370.7602742334334,556.6232208570673,MK,HDB,122,428.62347529470094,348.75559040419597,1127.4569172590109,4261.60571054208,2,8,4,4,1
790 yishun avenue 2,1.42,103.833795,13,yishun,328.7117126157643,open,328.7117126157643,1394.5118089244218,MHC,HDB,179,496.8020887109771,313.1013878232426,913.226665802394,15273.508827465945,2,1,7,6,1
422 canberra road,1.453437,103.81845,14,sembawang,523.3745118740453,open,523.3745118740453,2678.093083409555,MHC,HDB,179,130.95660164366348,473.2938465395473,591.3385222940594,19197.36327413135,1,0,5,2,2
805D keat hong close,1.372417,103.744744,19,choa chu kang,671.3400829514997,planned,1391.7647003646566,3292.4715574370457,MHC,HDB,147,673.6951071488058,977.2643949134116,1926.9964455001027,15439.703780202515,5,0,3,3,0
